//ID	Name	Icon Name	Model (Ground)	Model (Lance)	Model (Carsise)	Model (Phyllis)	Model (Ami)	Ship Symbol	Ship Size	Item Type	Obtain Prefix Rate	Set ID	Forging Level	Stable Level	Repairable	Tradable	Pick-upable	Droppable	Deletable	Max Stack Size	Instance	Price	Character Types	Character Level	Character Classes	Character Nick	Character Reputation	Equipable Slots	Item Switch Locations	Item Obtain Into Location Determine	+STR %	+AGI %	+ACC %	+CON %	+SPR %	+LUK %	+Attack Speed %	+Attack Range %	+Min Attack %	+Max Attack %	+Defense %	+Max HP %	+Max SP %	+Dodge Rate %	+Hit Rate %	+Critical Rate %	+Treasure Drop Rate %	+HP Recovery %	+SP Recovery %	+Movement Speed %	+Resource Gathering Rate %	+STR (Min,Max)	+AGI (Min,Max)	+ACC (Min,Max)	+CON (Min,Max)	+SPR (Min,Max)	+LUK (Min,Max)	+Attack Speed	+Attack Range	+Min Attack	+Max Attack	+Defense	+Max HP	+Max SP	+Dodge	+Hit Rate	+Critical Rate	+Treasure Drop Rate	+HP Recovery	+SP Recovery	+Movement Speed	+Resource Gathering Rate	+Physical Resist	Aftected By Left Hand Efs	+Energy	+Durability	Gem Sockets	Ship Durability Recovery	Ship Cannon Amount	Ship Member Count	Ship Label	Ship Cargo Capacity	Ship Fuel Consumption	Ship Attack Speed	Ship Movement Speed	Usage Script	Display Effect	Bind Effect	Bind Effect 2	1st Inv Slot Effect	Drop Model Effect	Item Usage Effect	Description	0
03182	Beast Strength	book	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Shtz	0	0	0	0	0	0	0	1
03183	Recuperate	book	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Tzhf	0	0	0	0	0	0	0	1
03184	Shield Mastery	book	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Dpsl	0	0	0	0	0	0	0	1
03185	Shield of Thorns	book	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
03186	Parry	book	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
03187	Range Mastery	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	1000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Gjsl	0	0	0	0	0	0	Class: Hunter Level Requirement: Lv 8 Prerequisite: Nil	1
03188	Windwalk	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	1495	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Jfb	0	0	0	0	0	0	Class: Hunter Level Requirement: Lv 15 Prerequisite: Nil	1
03189	Eagle's Eye	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	3520	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Yy	0	0	0	0	0	0	Class: Hunter Level Requirement: Lv 22 Prerequisite: Nil	1
03190	Dual Shot	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	1680	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Lzj	0	0	0	0	0	0	Class: Hunter Level Requirement: Lv 29 Prerequisite: Eagle Eye Lv 3, Archery Lv 3	1
03191	Adds Dodge	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
03192	Firegun Mastery	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	16800	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Hqsl	0	0	0	0	0	0	Class: Sharpshooter Level Requirement: Lv 40 Prerequisite: Eagle Eye Lv 5, Windwalk Lv 5	1
03193	Meteor Shower	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	7875	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Lxjy	0	0	0	0	0	0	Class: Hunter Level Requirement: Lv 36 Prerequisite: Archery Lv 10, Dual Shot Lv 4	1
03194	Ranger	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
03195	Hunter Strike	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
03196	Astro Strike	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
03197	Frozen Arrow	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	6000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Bdj	0	0	0	0	0	0	0	1
03198	Magma Bullet	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	23232	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Rsd	0	0	0	0	0	0	Class: Sharpshooter Level Requirement: Lv 45 Prerequisite: Firegun Mastery Lv 8	1
03199	Penetrating Bullet	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Ctd	0	0	0	0	0	0	0	1
03200	Dispersion Bullet	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Ssd	0	0	0	0	0	0	0	1
03201	Gunpowder Research	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Dyyj	0	0	0	0	0	0	0	1
03202	Cripple	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	20700	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Tj	0	0	0	0	0	0	Class: Sharpshooter Level Requirement: Lv 50 Prerequisite: Firegun Mastery Lv 1	1
03203	Enfeeble	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	26832	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Sj	0	0	0	0	0	0	Class: Sharpshooter Level Requirement: Lv 55 Prerequisite: Firegun Mastery Lv 3, Cripple Lv 1	1
03204	Headshot	book2	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	34800	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Bt	0	0	0	0	0	0	Class: Sharpshooter Level Requirement: Lv 60 Prerequisite: Firegun Mastery Lv 5, Enfeeble Lv 1	1
03205	Vigor	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	1000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Jsjc	0	0	0	0	0	0	Class: Herbalist Level Requirement: Lv 13 Prerequisite: Nil	1
03206	Heal	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	720	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Xzys	0	0	0	0	0	0	Class: Herbalist Level Requirement: Lv 8 Prerequisite: Nil	1
03207	Recover	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	2520	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Hfs	0	0	0	0	0	0	Class: Herbalist Level Requirement: Lv 18 Prerequisite: Vigor Lv 2, Heal Lv 2	1
03208	Spiritual Bolt	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	2352	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Xlcz	0	0	0	0	0	0	Class: Seal Master Level Requirement: Lv 40 Prerequisite: Recover Lv 1	1
03209	True Sight	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	10200	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Syzy	0	0	0	0	0	0	Class: Cleric Level Requirement: Lv 43 Prerequisite: Divine Grace Lv 1	1
03210	Spiritual Fire	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	3795	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Xlzh	0	0	0	0	0	0	Class: Herbalist Level Requirement: Lv 23 Prerequisite: Recover Lv1, Vigor Lv5	1
03211	Tempest Boost	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	6000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Fzlz	0	0	0	0	0	0	Class: Herbalist Level Requirement: Lv 30 Prerequisite: Recover Lv 3, Heal Lv 4	1
03212	Divine Grace	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	13300	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Sy	0	0	0	0	0	0	Class: Cleric Level Requirement: Lv 40 Prerequisite: Recover Lv 5	1
03213	Greater Heal	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Dzy	0	0	0	0	0	0	0	1
03214	Greater Recover	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Dhfs	0	0	0	0	0	0	0	1
03215	Revival	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	13300	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Fh	0	0	0	0	0	0	0	1
03216	Tornado Swirl	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	25000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Jsfb	0	0	0	0	0	0	Class: Cleric Level Requirement: Lv 57 Prerequisite: Tempest Boost Lv 8	1
03217	Angelic Shield	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	29700	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Tshd	0	0	0	0	0	0	Class: Cleric Level Requirement: Lv 53 Prerequisite: True Sight Lv 1	1
03218	Seal of Elder	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	34800	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Xzfy	0	0	0	0	0	0	Class: Seal Master Level Requirement: Lv 65 Prerequisite: Shadow Insignia Lv 4, Energy Shield Lv 7	1
03219	Shadow Insignia	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	32712	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Ayzz	0	0	0	0	0	0	Class: Seal Master Level Requirement: Lv 60 Prerequisite: Abyss Mire Lv 3	1
03220	Cursed Fire	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	19888	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Zzzh	0	0	0	0	0	0	Class: Seal Master Level Requirement: Lv 44 Prerequisite: Spiritual Fire Lv 5	1
03221	Counterguard	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Sdbz	0	0	0	0	0	0	0	1
03222	Abyss Mire	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	22372	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Nzs	0	0	0	0	0	0	Class: Seal Master Level Requirement: Lv 47 Prerequisite: Cursed Fire Lv 3	1
03223	Energy Shield	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	25000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Xlpz	0	0	0	0	0	0	Class: Seal Master Level Requirement: Lv 53 Prerequisite: Spiritual Bolt Lv 5	1
03224	Healing Spring	book3	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	18312	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Hfwq	0	0	0	0	0	0	Class: Cleric Level Requirement: Lv 47 Prerequisite: Recover Lv 8	1
03225	Mining	book5	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	1000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Wk	0	0	0	0	0	0	Life Skill: Gather ores resources	1
03226	Woodcutting	book5	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	1000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Ks	0	0	0	0	0	0	Life Skill: Gather wood resources	1
03227	Diligence	book4	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	1312	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_Jr	0	0	0	0	0	0	Class: Explorer Level Requirement: Lv 10 Prerequisite: Nil	1
